princeps,interacted_with,verdict
ERYTHROMYCINE,AFATINIB,Précaution d'emploi
ERYTHROMYCINE,ALFENTANIL,Précaution d'emploi
ERYTHROMYCINE,ATORVASTATINE,Précaution d'emploi
ERYTHROMYCINE,BUSPIRONE,Association DECONSEILLEE
ERYTHROMYCINE,CARBAMAZEPINE,Association DECONSEILLEE
ERYTHROMYCINE,DIGOXINE,Précaution d'emploi
ERYTHROMYCINE,FIDAXOMICINE,Association DECONSEILLEE
ERYTHROMYCINE,GLIBENCLAMIDE,Précaution d'emploi
ERYTHROMYCINE,GLIMEPIRIDE,Précaution d'emploi
ERYTHROMYCINE,IMMUNOSUPPRESSEURS,Association DECONSEILLEE
ERYTHROMYCINE,NINTÉDANIB,Précaution d'emploi
ERYTHROMYCINE,PRAVASTATINE,Précaution d'emploi
ERYTHROMYCINE,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",Association DECONSEILLEE
ERYTHROMYCINE,VENLAFAXINE,A prendre en compte
ERYTHROMYCINE,VERAPAMIL,Précaution d'emploi
ESMOLOL,AMIODARONE,Précaution d'emploi
ESMOLOL,ANTIARYTHMIQUES CLASSE IA,Précaution d'emploi
ESMOLOL,DILTIAZEM,ASDEC - PE
ESMOLOL,PROPAFENONE,Précaution d'emploi
ESMOLOL,VERAPAMIL,ASDEC - PE
ESTRAMUSTINE,ACIDE CLODRONIQUE,Précaution d'emploi
ESTRAMUSTINE,CALCIUM,Précaution d'emploi
ESTRAMUSTINE,INHIBITEURS DE L'ENZYME DE CONVERSION,Association DECONSEILLEE
ESTROGÈNES NON CONTRACEPTIFS,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Précaution d'emploi
ESTROGÈNES NON CONTRACEPTIFS,HORMONES THYROÏDIENNES,Précaution d'emploi
ESTROGÈNES NON CONTRACEPTIFS,OXCARBAZEPINE,Précaution d'emploi
ESTROPROGESTATIFS CONTRACEPTIFS,APREPITANT,Précaution d'emploi
ESTROPROGESTATIFS CONTRACEPTIFS,BOSENTAN,Précaution d'emploi
ESTROPROGESTATIFS CONTRACEPTIFS,ELVITÉGRAVIR,Précaution d'emploi
ESTROPROGESTATIFS CONTRACEPTIFS,GRISEOFULVINE,Précaution d'emploi
ESTROPROGESTATIFS CONTRACEPTIFS,INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
ESTROPROGESTATIFS CONTRACEPTIFS,INHIBITEURS DE PROTÉASES BOOSTÉS PAR RITONAVIR,Association DECONSEILLEE
ESTROPROGESTATIFS CONTRACEPTIFS,LAMOTRIGINE,ASDEC - PE
ESTROPROGESTATIFS CONTRACEPTIFS,MILLEPERTUIS,CONTRE-INDICATION
ESTROPROGESTATIFS CONTRACEPTIFS,MODAFINIL,Association DECONSEILLEE
ESTROPROGESTATIFS CONTRACEPTIFS,RUFINAMIDE,Précaution d'emploi
ESTROPROGESTATIFS CONTRACEPTIFS,TOPIRAMATE,Association DECONSEILLEE
ESTROPROGESTATIFS CONTRACEPTIFS,VÉMURAFÉNIB,Association DECONSEILLEE
ETANERCEPT,ANAKINRA,Association DECONSEILLEE
ETHINYLESTRADIOL,DASABUVIR,CONTRE-INDICATION
ETHINYLESTRADIOL,GLÉCAPRÉVIR  PIBRENTASVIR,CONTRE-INDICATION
ETHINYLESTRADIOL,OMBITASVIR  PARITAPRÉVIR,CONTRE-INDICATION
ETHOSUXIMIDE,CARBAMAZEPINE,Précaution d'emploi
ETOPOSIDE,INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
ETOPOSIDE,MILLEPERTUIS,CONTRE-INDICATION
ETRAVIRINE,ATAZANAVIR,Association DECONSEILLEE
ETRAVIRINE,CLARITHROMYCINE,A prendre en compte
ETRAVIRINE,COBICISTAT,Association DECONSEILLEE
ETRAVIRINE,DARUNAVIR,Association DECONSEILLEE
ETRAVIRINE,GRAZOPREVIR  ELBASVIR,CONTRE-INDICATION
EVEROLIMUS,CICLOSPORINE,Précaution d'emploi
EVEROLIMUS,INHIBITEURS DE L'ENZYME DE CONVERSION,A prendre en compte
EVEROLIMUS,OMBITASVIR  PARITAPRÉVIR,Association DECONSEILLEE
EVEROLIMUS,VERAPAMIL,Précaution d'emploi
EXEMESTANE,RIFAMPICINE,A prendre en compte
EZETIMIBE,CICLOSPORINE,Association DECONSEILLEE
EZETIMIBE,FENOFIBRATE,Association DECONSEILLEE
FELBAMATE,CARBAMAZEPINE,Précaution d'emploi
FELBAMATE,"PHÉNOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)",Précaution d'emploi
FELBAMATE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
FELBAMATE,"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",Précaution d'emploi
FENOFIBRATE,CICLOSPORINE,Précaution d'emploi
FENOFIBRATE,EZETIMIBE,Association DECONSEILLEE
FENTANYL,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
FENTANYL,INHIBITEURS PUISSANTS DU CYP3A4,Précaution d'emploi
FENTANYL,RIFAMPICINE,Association DECONSEILLEE
FER,SELS DE FER PAR VOIE INJECTABLE,Association DECONSEILLEE
FER,ACIDE ACETOHYDROXAMIQUE,A prendre en compte
FER,BICTÉGRAVIR,Précaution d'emploi
FER,BISPHOSPHONATES,Précaution d'emploi
FER,CALCIUM,Précaution d'emploi
FER,CYCLINES,Précaution d'emploi
FER,ENTACAPONE,Précaution d'emploi
FER,FLUOROQUINOLONES,Précaution d'emploi
FER,HORMONES THYROÏDIENNES,Précaution d'emploi
FER,LEVODOPA,Précaution d'emploi
FER,METHYLDOPA,Précaution d'emploi
FER,PENICILLAMINE,Précaution d'emploi
FER,STRONTIUM,Précaution d'emploi
FER,ZINC,Précaution d'emploi
FEXOFENADINE,MILLEPERTUIS,CONTRE-INDICATION
FIBRATES,FIBRATES (AUTRES),CONTRE-INDICATION
FIBRATES,ANTIVITAMINES K,Précaution d'emploi
FIBRATES,COLCHICINE,Précaution d'emploi
FIBRATES,INHIBITEURS DE L'HMG-COA RÉDUCTASE (STATINES),CIASDEC
FIDAXOMICINE,AMIODARONE,Association DECONSEILLEE
FIDAXOMICINE,CICLOSPORINE,Association DECONSEILLEE
FIDAXOMICINE,CLARITHROMYCINE,Association DECONSEILLEE
FIDAXOMICINE,DRONEDARONE,Association DECONSEILLEE
FIDAXOMICINE,ERYTHROMYCINE,Association DECONSEILLEE
FIDAXOMICINE,KETOCONAZOLE,Association DECONSEILLEE
FIDAXOMICINE,VERAPAMIL,Association DECONSEILLEE
FINGOLIMOD,BRADYCARDISANTS,Association DECONSEILLEE
FLECAINIDE,ABIRATERONE,Précaution d'emploi
FLECAINIDE,BUPROPION,Précaution d'emploi
FLECAINIDE,CINACALCET,Précaution d'emploi
FLECAINIDE,DARIFENACINE,Précaution d'emploi
FLECAINIDE,DULOXETINE,Précaution d'emploi
FLECAINIDE,MIRABÉGRON,Précaution d'emploi
FLECAINIDE,TERBINAFINE,Précaution d'emploi
FLUCONAZOLE,ALFENTANIL,Précaution d'emploi
FLUCONAZOLE,AMIODARONE,Précaution d'emploi
FLUCONAZOLE,ANTIVITAMINES K,Précaution d'emploi
FLUCONAZOLE,APIXABAN,Association DECONSEILLEE
FLUCONAZOLE,CARBAMAZEPINE,Précaution d'emploi
FLUCONAZOLE,COLCHICINE,Association DECONSEILLEE
FLUCONAZOLE,DOMPERIDONE,CONTRE-INDICATION
FLUCONAZOLE,HALOFANTRINE,Association DECONSEILLEE
FLUCONAZOLE,IBRUTINIB,Association DECONSEILLEE
FLUCONAZOLE,IMMUNOSUPPRESSEURS,Précaution d'emploi
FLUCONAZOLE,IVACAFTOR,Précaution d'emploi
FLUCONAZOLE,LOSARTAN,A prendre en compte
FLUCONAZOLE,MIDAZOLAM,Précaution d'emploi
FLUCONAZOLE,NEVIRAPINE,Précaution d'emploi
FLUCONAZOLE,OLAPARIB,Association DECONSEILLEE
FLUCONAZOLE,OXYCODONE,Association DECONSEILLEE
FLUCONAZOLE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
FLUCONAZOLE,PIMOZIDE,CONTRE-INDICATION
FLUCONAZOLE,RIFABUTINE,Précaution d'emploi
FLUCONAZOLE,RIFAMPICINE,Association DECONSEILLEE
FLUCONAZOLE,RIVAROXABAN,Association DECONSEILLEE
FLUCONAZOLE,SULFAMIDES HYPOGLYCÉMIANTS,Précaution d'emploi
FLUCONAZOLE,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",Précaution d'emploi
FLUCONAZOLE,TOLVAPTAN,Précaution d'emploi
FLUCONAZOLE,VINCA-ALCALOÏDES CYTOTOXIQUES,Précaution d'emploi
FLUCYTOSINE,CYTOTOXIQUES,A prendre en compte
FLUCYTOSINE,GANCICLOVIR,A prendre en compte
FLUCYTOSINE,IMMUNOSUPPRESSEURS,A prendre en compte
FLUCYTOSINE,VALGANCICLOVIR,A prendre en compte
FLUCYTOSINE,ZIDOVUDINE,Précaution d'emploi
FLUDARABINE,PENTOSTATINE,Association DECONSEILLEE
FLUOROQUINOLONES,ANTIVITAMINES K,Précaution d'emploi
FLUOROQUINOLONES,FER,Précaution d'emploi
FLUOROQUINOLONES,GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),A prendre en compte
FLUOROQUINOLONES,MYCOPHENOLATE MOFETIL,A prendre en compte
FLUOROQUINOLONES,STRONTIUM,Précaution d'emploi
FLUOROQUINOLONES,SUCRALFATE,Précaution d'emploi
FLUOROQUINOLONES,ZINC,Précaution d'emploi
"FLUOROURACILE (ET, PAR EXTRAPOLATION, AUTRES FLUOROPYRIMIDINES)",ACIDE FOLINIQUE,A prendre en compte
"FLUOROURACILE (ET, PAR EXTRAPOLATION, AUTRES FLUOROPYRIMIDINES)",ANTIVITAMINES K,Association DECONSEILLEE
"FLUOROURACILE (ET, PAR EXTRAPOLATION, AUTRES FLUOROPYRIMIDINES)",INTERFERON ALFA,A prendre en compte
"FLUOROURACILE (ET, PAR EXTRAPOLATION, AUTRES FLUOROPYRIMIDINES)",METRONIDAZOLE,A prendre en compte
"FLUOROURACILE (ET, PAR EXTRAPOLATION, AUTRES FLUOROPYRIMIDINES)",ORNIDAZOLE,A prendre en compte
FLUOXETINE,CARBAMAZEPINE,Précaution d'emploi
FLUOXETINE,MEQUITAZINE,Association DECONSEILLEE
FLUOXETINE,METOPROLOL,Précaution d'emploi
FLUOXETINE,NEBIVOLOL,Précaution d'emploi
FLUOXETINE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
FLUOXETINE,PIMOZIDE,CONTRE-INDICATION
FLUOXETINE,RISPERIDONE,Précaution d'emploi
FLUOXETINE,TAMOXIFENE,Association DECONSEILLEE
FLUOXETINE,TETRABENAZINE,CONTRE-INDICATION
FLUVASTATINE,CICLOSPORINE,Précaution d'emploi
FLUVOXAMINE,AGOMELATINE,CONTRE-INDICATION
FLUVOXAMINE,CARBAMAZEPINE,Précaution d'emploi
FLUVOXAMINE,CLOZAPINE,Précaution d'emploi
FLUVOXAMINE,DULOXETINE,CONTRE-INDICATION
FLUVOXAMINE,LIDOCAINE,Précaution d'emploi
FLUVOXAMINE,METHADONE,Précaution d'emploi
FLUVOXAMINE,MEXILETINE,Précaution d'emploi
FLUVOXAMINE,OLANZAPINE,Précaution d'emploi
FLUVOXAMINE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
FLUVOXAMINE,PIRFENIDONE,CONTRE-INDICATION
FLUVOXAMINE,PROPRANOLOL,Précaution d'emploi
FLUVOXAMINE,ROPINIROLE,Précaution d'emploi
FLUVOXAMINE,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",Précaution d'emploi
FOLATES,"PHÉNOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)",Précaution d'emploi
FOLATES,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
FOSAMPRENAVIR,EFAVIRENZ,Précaution d'emploi
FOSAMPRENAVIR,MARAVIROC,Association DECONSEILLEE
FOSAMPRENAVIR,NEVIRAPINE,Précaution d'emploi
FOSCARNET,PENTAMIDINE,Précaution d'emploi
FOTEMUSTINE,DACARBAZINE,Précaution d'emploi
FUROSEMIDE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
GANCICLOVIR,DIDANOSINE,Association DECONSEILLEE
GANCICLOVIR,FLUCYTOSINE,A prendre en compte
GANCICLOVIR,ZIDOVUDINE,Précaution d'emploi
GEMFIBROZIL,DASABUVIR,CONTRE-INDICATION
GEMFIBROZIL,ENZALUTAMIDE,Précaution d'emploi
GEMFIBROZIL,PACLITAXEL,Précaution d'emploi
GEMFIBROZIL,PIOGLITAZONE,Association DECONSEILLEE
GEMFIBROZIL,REPAGLINIDE,CONTRE-INDICATION
GEMFIBROZIL,SELEXIPAG,CONTRE-INDICATION
GINKGO,EFAVIRENZ,Association DECONSEILLEE
GLÉCAPRÉVIR + PIBRENTASVIR,ATAZANAVIR,CONTRE-INDICATION
GLÉCAPRÉVIR + PIBRENTASVIR,ATORVASTATINE,CONTRE-INDICATION
GLÉCAPRÉVIR + PIBRENTASVIR,DABIGATRAN,CONTRE-INDICATION
GLÉCAPRÉVIR + PIBRENTASVIR,DIGOXINE,Précaution d'emploi
GLÉCAPRÉVIR + PIBRENTASVIR,ETHINYLESTRADIOL,CONTRE-INDICATION
GLÉCAPRÉVIR + PIBRENTASVIR,MILLEPERTUIS,CONTRE-INDICATION
GLÉCAPRÉVIR + PIBRENTASVIR,SIMVASTATINE,CONTRE-INDICATION
GLIBENCLAMIDE,BOSENTAN,Précaution d'emploi
GLIBENCLAMIDE,CLARITHROMYCINE,Précaution d'emploi
GLIBENCLAMIDE,ERYTHROMYCINE,Précaution d'emploi
GLIMEPIRIDE,CLARITHROMYCINE,Précaution d'emploi
GLIMEPIRIDE,ERYTHROMYCINE,Précaution d'emploi
GLINIDES,BÊTA-BLOQUANTS (SAUF ESMOLOL),Précaution d'emploi
GLINIDES,BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,Précaution d'emploi
GLIPIZIDE,VORICONAZOLE,Précaution d'emploi
GLIPTINES,BÊTA-BLOQUANTS (SAUF ESMOLOL),Précaution d'emploi
GLOBULINES ANTILYMPHOCYTAIRES,IMMUNOSUPPRESSEURS,A prendre en compte
GLOBULINES ANTILYMPHOCYTAIRES,VACCINS VIVANTS ATTÉNUÉS,A prendre en compte
GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),ACIDE ACETYLSALICYLIQUE,ASDEC - APEC
GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),ANTICOAGULANTS ORAUX,Précaution d'emploi
GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Précaution d'emploi
GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),ANTI-INFLAMMATOIRES NON STÉROÏDIENS,A prendre en compte
GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),COBIMÉTINIB,Précaution d'emploi
GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),CURARES NON DÉPOLARISANTS,A prendre en compte
GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),FLUOROQUINOLONES,A prendre en compte
GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),HÉPARINES,A prendre en compte
GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),INDUCTEURS ENZYMATIQUES,Précaution d'emploi
GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),ISONIAZIDE,Précaution d'emploi
GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),VACCINS VIVANTS ATTÉNUÉS,CONTRE-INDICATION
GLUCOSAMINE,ANTIVITAMINES K,Précaution d'emploi
GLYCEROL,LITHIUM,Précaution d'emploi
GRAZOPREVIR + ELBASVIR,CICLOSPORINE,CONTRE-INDICATION
GRAZOPREVIR + ELBASVIR,ETRAVIRINE,CONTRE-INDICATION
GRAZOPREVIR + ELBASVIR,INDUCTEURS ENZYMATIQUES,CONTRE-INDICATION
GRAZOPREVIR + ELBASVIR,INHIBITEURS DE L'HMG-COA RÉDUCTASE (STATINES),Précaution d'emploi
GRAZOPREVIR + ELBASVIR,INHIBITEURS PUISSANTS DU CYP3A4,CIASDEC
GRAZOPREVIR + ELBASVIR,SUNITINIB,Association DECONSEILLEE
GRAZOPREVIR + ELBASVIR,TACROLIMUS,Précaution d'emploi
GRISEOFULVINE,ESTROPROGESTATIFS CONTRACEPTIFS,Précaution d'emploi
GRISEOFULVINE,PROGESTATIFS CONTRACEPTIFS,Précaution d'emploi
GUANETHIDINE,IMAO IRRÉVERSIBLES,CONTRE-INDICATION
CYP3A4,FLUCONAZOLE,Association DECONSEILLEE
CYP3A4,INHIBITEURS PUISSANTS DU CYP3A4,Association DECONSEILLEE
CYP3A4,JOSAMYCINE,Association DECONSEILLEE
CYP3A4,PAMPLEMOUSSE (JUS ET FRUIT),Association DECONSEILLEE
CYP3A4,STIRIPENTOL,Association DECONSEILLEE
HALOPERIDOL,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Précaution d'emploi
HALOPERIDOL,RIFAMPICINE,Précaution d'emploi
HALOTHANE,BÊTA-2 MIMÉTIQUES,Association DECONSEILLEE
HALOTHANE,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",Association DECONSEILLEE
HÉPARINES,ANTIAGRÉGANTS PLAQUETTAIRES,A prendre en compte
HÉPARINES,ANTICOAGULANTS ORAUX,Précaution d'emploi
HÉPARINES,COBIMÉTINIB,Précaution d'emploi
HÉPARINES,DÉFIBROTIDE,Association DECONSEILLEE
HÉPARINES,GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),A prendre en compte
HÉPARINES (DOSES CURATIVES ET/OU SUJET ÂGÉ),ACIDE ACETYLSALICYLIQUE,ASDEC - APEC
HÉPARINES (DOSES CURATIVES ET/OU SUJET ÂGÉ),ANTI-INFLAMMATOIRES NON STÉROÏDIENS,Association DECONSEILLEE
HÉPARINES (DOSES CURATIVES ET/OU SUJET ÂGÉ),DEXTRAN,Association DECONSEILLEE
HÉPARINES (DOSES CURATIVES ET/OU SUJET ÂGÉ),THROMBOLYTIQUES,A prendre en compte
HÉPARINES (DOSES PRÉVENTIVES),ACIDE ACETYLSALICYLIQUE,A prendre en compte
HÉPARINES (DOSES PRÉVENTIVES),ANTI-INFLAMMATOIRES NON STÉROÏDIENS,A prendre en compte
HORMONES THYROÏDIENNES,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Précaution d'emploi
HORMONES THYROÏDIENNES,CALCIUM,Précaution d'emploi
HORMONES THYROÏDIENNES,CHLOROQUINE,Précaution d'emploi
HORMONES THYROÏDIENNES,ESTROGÈNES NON CONTRACEPTIFS,Précaution d'emploi
HORMONES THYROÏDIENNES,FER,Précaution d'emploi
HORMONES THYROÏDIENNES,INHIBITEURS DE PROTÉASES BOOSTÉS PAR RITONAVIR,Précaution d'emploi
HORMONES THYROÏDIENNES,MILLEPERTUIS,Association DECONSEILLEE
HORMONES THYROÏDIENNES,ORLISTAT,A prendre en compte
HORMONES THYROÏDIENNES,PROGUANIL,Précaution d'emploi
HORMONES THYROÏDIENNES,RÉSINES CHÉLATRICES,Précaution d'emploi
HORMONES THYROÏDIENNES,RIFABUTINE,Précaution d'emploi
HORMONES THYROÏDIENNES,RIFAMPICINE,Précaution d'emploi
HORMONES THYROÏDIENNES,SUCRALFATE,Précaution d'emploi
HUILES MINÉRALES,PRÉSERVATIFS EN LATEX,CONTRE-INDICATION
HYDROCORTISONE,INDUCTEURS ENZYMATIQUES,Précaution d'emploi
HYDROQUINIDINE,ALCALINISANTS URINAIRES,Précaution d'emploi
HYDROQUINIDINE,DIGOXINE,Précaution d'emploi
HYDROQUINIDINE,ITRACONAZOLE,Précaution d'emploi
HYDROXYCARBAMIDE,VACCINS VIVANTS ATTÉNUÉS,Association DECONSEILLEE
HYDROXYCHLOROQUINE,METOPROLOL,Précaution d'emploi
HYDROXYCHLOROQUINE,RIFAMPICINE,Précaution d'emploi
HYDROXYCHLOROQUINE,SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,CIASDEC
HYPERKALIÉMIANTS,AUTRES HYPERKALIÉMIANTS,A prendre en compte
HYPNOTIQUES,AUTRES HYPNOTIQUES,A prendre en compte
HYPOKALIÉMIANTS,AUTRES HYPOKALIÉMIANTS,Précaution d'emploi
HYPOKALIÉMIANTS,DIGOXINE,Précaution d'emploi
HYPOKALIÉMIANTS,SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,Précaution d'emploi
HYPONATRÉMIANTS,AUTRES MÉDICAMENTS HYPONATRÉMIANTS,A prendre en compte
IBRUTINIB,AMIODARONE,Association DECONSEILLEE
IBRUTINIB,ANTIAGRÉGANTS PLAQUETTAIRES,Précaution d'emploi
IBRUTINIB,ANTICOAGULANTS ORAUX,Précaution d'emploi
IBRUTINIB,CRIZOTINIB,Association DECONSEILLEE
IBRUTINIB,DILTIAZEM,Association DECONSEILLEE
IBRUTINIB,DRONEDARONE,Association DECONSEILLEE
IBRUTINIB,FLUCONAZOLE,Association DECONSEILLEE
IBRUTINIB,IMATINIB,Association DECONSEILLEE
IBRUTINIB,VERAPAMIL,Association DECONSEILLEE
IDÉLALISIB,ANTAGONISTES DES CANAUX CALCIQUES,Précaution d'emploi
IDÉLALISIB,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
IDÉLALISIB,INHIBITEURS PUISSANTS DU CYP3A4,A prendre en compte
IDÉLALISIB,MILLEPERTUIS,Association DECONSEILLEE
IDÉLALISIB,RIFAMPICINE,Association DECONSEILLEE
IDÉLALISIB,SUBSTRATS À RISQUE DU CYP3A4,Association DECONSEILLEE
IFOSFAMIDE,APREPITANT,A prendre en compte
IFOSFAMIDE,"PHÉNOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)",Association DECONSEILLEE
IFOSFAMIDE,VÉMURAFÉNIB,A prendre en compte
IMAO IRRÉVERSIBLES,ADRÉNALINE (VOIE BUCCO-DENTAIRE OU SOUS-CUTANÉE),Précaution d'emploi
IMAO IRRÉVERSIBLES,ALCOOL (BOISSON OU EXCIPIENT),Association DECONSEILLEE
IMAO IRRÉVERSIBLES,DEXTROMETHORPHANE,CONTRE-INDICATION
IMAO IRRÉVERSIBLES,GUANETHIDINE,CONTRE-INDICATION
IMAO IRRÉVERSIBLES,INHIBITEURS DE LA CATÉCHOL-O-MÉTHYLTRANSFÉRASE (COMT),CONTRE-INDICATION
IMAO IRRÉVERSIBLES,INHIBITEURS SÉLECTIFS DE LA RECAPTURE DE LA SÉROTONINE,CONTRE-INDICATION
IMAO IRRÉVERSIBLES,MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,CONTRE-INDICATION
IMAO IRRÉVERSIBLES,MIDODRINE,CONTRE-INDICATION
IMAO IRRÉVERSIBLES,MILLEPERTUIS,Précaution d'emploi
IMAO IRRÉVERSIBLES,PETHIDINE,CONTRE-INDICATION
IMAO IRRÉVERSIBLES,RESERPINE,CONTRE-INDICATION
IMAO IRRÉVERSIBLES,SYMPATHOMIMÉTIQUES ALPHA (VOIES ORALE ET/OU NASALE),Association DECONSEILLEE
IMAO IRRÉVERSIBLES,SYMPATHOMIMÉTIQUES ALPHA ET BÊTA (VOIE IM ET IV),Précaution d'emploi
IMAO IRRÉVERSIBLES,SYMPATHOMIMÉTIQUES INDIRECTS,CONTRE-INDICATION
IMAO IRRÉVERSIBLES,TETRABENAZINE,CONTRE-INDICATION
IMAO IRRÉVERSIBLES,TIANEPTINE,Association DECONSEILLEE
IMAO IRRÉVERSIBLES,TRAMADOL,CONTRE-INDICATION
IMAO IRRÉVERSIBLES,TRIPTANS MÉTABOLISÉS PAR LA MAO,CONTRE-INDICATION
IMAO IRRÉVERSIBLES,TRIPTANS NON MÉTABOLISÉS PAR LA MAO,Association DECONSEILLEE
"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",DEXTROMETHORPHANE,Association DECONSEILLEE
"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",IMAO-B,CONTRE-INDICATION
"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",INHIBITEURS SÉLECTIFS DE LA RECAPTURE DE LA SÉROTONINE,Association DECONSEILLEE
"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,Association DECONSEILLEE
"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",MILLEPERTUIS,Précaution d'emploi
"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",PETHIDINE,CONTRE-INDICATION
"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",SYMPATHOMIMÉTIQUES ALPHA ET BÊTA (VOIE IM ET IV),Précaution d'emploi
"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",SYMPATHOMIMÉTIQUES INDIRECTS,CIASDEC
"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",TRAMADOL,Association DECONSEILLEE
"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",TRIPTANS MÉTABOLISÉS PAR LA MAO,CONTRE-INDICATION
"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",TRIPTANS NON MÉTABOLISÉS PAR LA MAO,Association DECONSEILLEE
IMAO-B,BUPROPION,CONTRE-INDICATION
IMAO-B,"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",CONTRE-INDICATION
IMAO-B,INHIBITEURS SÉLECTIFS DE LA RECAPTURE DE LA SÉROTONINE,A prendre en compte
IMAO-B,LEVODOPA,A prendre en compte
IMAO-B,PETHIDINE,CONTRE-INDICATION
IMAO-B,TRAMADOL,A prendre en compte
IMAO-B,TRIPTANS MÉTABOLISÉS PAR LA MAO,CONTRE-INDICATION
IMAO-B,TRIPTANS NON MÉTABOLISÉS PAR LA MAO,Association DECONSEILLEE
IMATINIB,ANTICOAGULANTS ORAUX,Association DECONSEILLEE
IMATINIB,IBRUTINIB,Association DECONSEILLEE
IMATINIB,TÉDIZOLIDE,Association DECONSEILLEE
IMMUNOSUPPRESSEURS,APALUTAMIDE,Association DECONSEILLEE
IMMUNOSUPPRESSEURS,CLARITHROMYCINE,Association DECONSEILLEE
IMMUNOSUPPRESSEURS,CYTOTOXIQUES,A prendre en compte
IMMUNOSUPPRESSEURS,DALFOPRISTINE,Précaution d'emploi
IMMUNOSUPPRESSEURS,DILTIAZEM,Précaution d'emploi
IMMUNOSUPPRESSEURS,DRONEDARONE,Association DECONSEILLEE
